content,label
"Dear Mrs/Mr,
This letter informs you that I have received a product that was not ordered by me, but is still being claimed by the company and the delivery guy.
I also called customer service, so they understood that it was a problem of the same name; otherwise the address is completely different, 10km away.
I also showed them my application history because no such order was fulfilled, but now they don't listen to it and have sent a legal notice about no payment from the customer . So I ask you to solve the problem as soon as possible.
Because I can't receive these calls and letters every day. All my family members are also stressed by this. I hope you take it seriously and respond as soon as possible. If not, I also have to sue.
I did not expect this from this too famous app and I am your main member. I'm really worried now and will think twice before buying anything from here as it let me down for no reason.
I will wait for your response and your support to clarify this soon.
Thank you for understanding my situation
Best regards,",Customer Care
"Thank you for the quote. 
Our customers need a certificate of origin from the chamber of commerce and a certificate of quality of the manufacturer: original, included upon delivery. 
Can you advise me on the certificate?",Sales
"Dear your company, 

With the introduction of Mr. Son in Lapp, Hao Phu would like to send a quote to Oc 
Slight fire-proof cable of Korea, CO-CQ Copy of the manufacturer 

Looking forward to receiving feedback from the company 

Sincerely thank you!",Sales
"Dear C Linh,

Thanks for your information, I would like to send you quotes as required below. She cum inspect me. If she needed more information, she reported her soon.

Thank you,

STT describes & technical requirements unit number of unit prices (USD) into money (USD)
1 Cooling Fan for Marine UPS, Fan Delta/FFB1248EHE
Model: FFB1248EHE, Power Supply: DC48V, 0.75A-F00
Eaton P/N: 151101079-001 PC 7 205.00 1,435.00
2 Indigo Static Swich Assy 13x2/Eaton Part Number: 730-80259 PC 1 981.00 981.00
3 Capacitor, 45UF, 600V, D-STUD
Part number: 120314020-002 PC 8 168.00 1.344.00
4 400V Power Module
Part Number: 744-A0638 PC 4 10,824.00 43,296.00
5 3P80 RFI Assy 13x2/Eaton
Part number: 730-80227 PC 2 1,056.00 2,112.00
6 Cap, Flim, 45UF, 370VAC (GE)
Part number: 120311025-002 PC 12 115.00 1,380.00

- Unit price: Delivery in Vietnam through Eaton agents, excluding VAT 10%
- Delivery: 12-16 weeks from the date of order
- Warranty: 06 months according to Eaton standards
- CO, CQ issued by Eaton",Sales
"We send you our enquiry again. 
5H120502, GASKET PACKAGE Set 1 
5H401142, DISC, CARBON STEEL Pc 12 
5H401791, SPRING Pc 72 
5H401132, DISC, CARBON STEEL Pc 12 
5H407322, SPRING Pc 72 
5H401201, LOCK PLATE Pc 12",Sales
"Dear i.A. Karin Kienle,

Thanks for your email.
We have already received your PI however we still not yet receive your confirmation on this.
Please send to us confirmed PO with fully signature and company stamp of authorization.
The bank needs your confirmed PO and invoice before release payment.
",External Relationship
"Please kindly check & offer us your best price for materials as below. 
*Pls comment enough below information on your quotation: 
- Price term: 
- Delivery time: 
- Payment term: 
- Model/ Part number/Brand/Origin should be clarified on quotation. 
- Certificate sample, CO, CQ/ catalogue/ drawing c/w quotation to be required. 

No. Description P/N Unit Q.ty Note 
A Tàu PTSC Thái Bình 
I Main engine 
Maker: MAK 9M25 
Engine N°44472-4040HP 750RPM 
Book C-2/3; C5.05.05.45.23.03 
1 Spare part package: 
Rexroth MNR: 335 320 003 2 
Made in Germany, 
(b? Oring làm kín c?m van “Pressure reducing station”) MNR: 335 320 003 2 set 2",Sales
"Infinitely correct from requesting the order to its delivery.

Accidentally, but I'm not sorry",Customer Care
"Dear Mr. Cuong,

Thanks for your inquiry, I got your email & reply email to you as in the attactment. I asked for your telephone to collect more Information but I did not get the reply until this email 

I will call you this morning for more information,

Thanks & Best Regards,
",Sales
"Thank you for your support, I well received, 

Please help us to manage this job, customer’s plan is shutdown their platform in Sept.,",Customer Care
"Dear Song Linh service Company,

First of all, the organizers of the ""Starting a Business"" contest would like to send you our respectful greetings and best wishes.

“Starting a Business” is a competition organized by the Management Potential Club (GPA), with the desire to create an academic playground, giving students the opportunity to showcase their talents and create a stepping stone for the future. your entrepreneurial dream. After more than a month of taking place, with the enthusiastic participation of thousands of students throughout the South, the organizers have found the TOP 6 best teams entering the Final Round of the ""Starting a Business"" contest for the first time. IX - 2021.

The organizers of the ""Starting a Business"" contest would like to send you an invitation to participate in the Final Round of the contest as an Honorary Guest.

In addition, when participating in the Final of the IX ""Starting a Business"" contest - 2021, you will become one of the investment funds of the program with a prize value of up to 1,000 investment funds. 000 VND (1 million VND).

Your presence will be a great honor and motivation for the Organizing Committee, and at the same time contribute to the success of the Final.

We wish you more and more development and bring more practical values ??to the student community.

Best regards,

Organizers of the 9th ""Starting a Business"" Contest - 2021.",External Relationship
Slowly. My order was delayed.,Customer Care
"Hi Huy, 

Actually the revised enquiry is partial of the original request which were quoted under SI1046973 & SI1046974. 
Please refer to the attached quote for ordering. We will do amendment upon receipt of official PO. 


",Sales
"I am very pleased for the first time I ordered and I do not regret. Even for the ahead, I will order. My shipment came very quickly. Fast, accurate and correct. And the products are of quality.

I decided to order for the first time by receiving a valve of 5 BGN. The page pleased me a lot.

I am pleased I have no recommendations. Maybe more people need to enjoy discounts or valve up to $ 10.",Customer Care
"Dear Kha,
Kha see if the number of contracts is coincidental.
Then Loc gave the courier to VT.
Close,
Bud",External Relationship
"The order for ordering is good, the quality of the products is very nice everything on the site is okay.",Customer Care
"Dear Diana, 
Thanks for your information. 
Please, send us INV and P/L for the shipment. 
And we need COC for Item 1-3, Dongwa and Hi-air. Please, send us COC scan and put COC original together with the goods. 

Dear Ms. Amy, 
Please, help us to pick up this shipment. 
Thank you so much!",External Relationship
"Regarding the remaining 70% payment of the order, Mr. Kha helped me,
Cash 12,008,000
TM fee 2,000,000
Total application after tax 15,408,800
Duong would like to send to Mr. Kha to hold, and Duong's goods are ready at the warehouse, can be delivered to Mr. Kha.
There is nothing thanks to Mr. Kha to help Duong's rest.
",Sales
"Dear Mr. Khang, 
I need to ask the price for the product as follows: 
Repair Kit For Mechanical Seal 08-H75VN/80-E3Repair Kit For Mechanical Seal 08-H75VN/80-E3 
Q’ty: 02 sets 
Because my side is a commercial company, I hope you consider the best price for me. 
We hope to receive your quote.",Sales
"Very convenient shopping. The best option for people who are unable to exchange is online commerce. I am with a young child, and I started a job, which makes my opportunity to go out and shop freely even smaller. Soon there was a black Friday in Hippoland with a 25% discount, and I was very pleased that from my workplace I was able to buy the toys I wanted for my child. Save me time, waiting for huge queues, everything was delivered to me home, and when you buy over $ 100 with free shipping. I was very pleased and I would shop again.",Customer Care
